age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
37-56,Private,High,Any, Tech-support,Any,Any,*,0,2258,48,Any, <=50K
37-56,Private,Low,Any, Other-service,Any,Any,*,0,0,32,Any, <=50K
57-76,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,50,Any, <=50K
57-76,Private,Medium,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Prof-specialty,Any,Any,*,0,0,45,Any, <=50K
17-36,?,Low,Any, ?,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Farming-fishing,Any,Any,*,0,0,70,Any, <=50K
37-56,Government,Medium,Any, Tech-support,Any,Any,*,0,0,40,Any, <=50K
57-76,Government,High,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,High,Any, Exec-managerial,Any,Any,*,0,0,40,Any, >50K
17-36,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Sales,Any,Any,*,0,0,50,Any, >50K
17-36,Private,Low,Any, Other-service,Any,Any,*,0,0,50,Any, <=50K
17-36,Private,Medium,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Transport-moving,Any,Any,*,0,2051,50,Any, <=50K
57-76,Government,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
17-36,Government,High,Any, Prof-specialty,Any,Any,*,0,0,20,Any, >50K
57-76,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Craft-repair,Any,Any,*,0,0,45,Any, <=50K
37-56,Self-employed,Medium,Any, Exec-managerial,Any,Any,*,0,0,60,Any, <=50K
57-76,Self-employed,Medium,Any, Exec-managerial,Any,Any,*,0,0,60,Any, >50K
17-36,Private,Medium,Any, Other-service,Any,Any,*,0,0,20,Any, <=50K
37-56,Self-employed,Medium,Any, Exec-managerial,Any,Any,*,0,0,50,Any, >50K
17-36,Self-employed,Medium,Any, Exec-managerial,Any,Any,*,0,0,70,Any, <=50K
17-36,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
37-56,Government,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
37-56,Self-employed,High,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,High,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Transport-moving,Any,Any,*,0,0,55,Any, <=50K
17-36,Private,Medium,Any, Other-service,Any,Any,*,0,0,16,Any, <=50K
37-56,Private,Low,Any, Craft-repair,Any,Any,*,0,0,45,Any, <=50K
37-56,Private,Medium,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
37-56,Self-employed,High,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Exec-managerial,Any,Any,*,0,0,50,Any, <=50K
17-36,Private,Medium,Any, Sales,Any,Any,*,0,0,24,Any, <=50K
17-36,Private,Low,Any, Craft-repair,Any,Any,*,0,0,50,Any, <=50K
37-56,Private,Low,Any, Transport-moving,Any,Any,*,0,0,60,Any, <=50K
17-36,Private,High,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
57-76,Private,Low,Any, Protective-serv,Any,Any,*,0,0,32,Any, <=50K
17-36,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
57-76,Private,Low,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
37-56,Self-employed,Low,Any, Exec-managerial,Any,Any,*,0,0,55,Any, >50K
37-56,Private,Low,Any, Handlers-cleaners,Any,Any,*,4064,0,60,Any, <=50K
37-56,Private,Medium,Any, Other-service,Any,Any,*,0,0,50,Any, <=50K
77-90,Private,High,Any, Prof-specialty,Any,Any,*,20051,0,35,Any, >50K
17-36,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,15,Any, <=50K
17-36,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,High,Any, Sales,Any,Any,*,0,0,25,Any, <=50K
37-56,Private,High,Any, Sales,Any,Any,*,0,0,40,Any, >50K
57-76,?,Low,Any, ?,Any,Any,*,0,0,5,Any, <=50K
57-76,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, >50K
57-76,Self-employed,High,Any, Farming-fishing,Any,Any,*,0,0,2,Any, <=50K
37-56,Private,High,Any, Prof-specialty,Any,Any,*,0,0,60,Any, >50K
17-36,Government,Medium,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Other-service,Any,Any,*,3418,0,35,Any, <=50K
57-76,Government,Low,Any, Protective-serv,Any,Any,*,0,0,40,Any, >50K
17-36,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,50,Any, <=50K
37-56,Private,High,Any, Other-service,Any,Any,*,0,0,35,Any, >50K
17-36,Private,Low,Any, Handlers-cleaners,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,52,Any, <=50K
17-36,Government,Low,Any, Protective-serv,Any,Any,*,0,0,45,Any, <=50K
17-36,Private,Medium,Any, Other-service,Any,Any,*,0,0,9,Any, <=50K
37-56,Private,Low,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,35,Any, >50K
37-56,Government,Medium,Any, Exec-managerial,Any,Any,*,0,0,30,Any, <=50K
17-36,Private,Low,Any, Sales,Any,Any,*,0,0,15,Any, <=50K
17-36,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Tech-support,Any,Any,*,0,0,20,Any, >50K
37-56,Private,Low,Any, Exec-managerial,Any,Any,*,0,0,40,Any, >50K
17-36,Private,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,50,Any, >50K
37-56,Self-employed,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, >50K
17-36,Private,High,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Prof-specialty,Any,Any,*,0,0,60,Any, <=50K
37-56,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Exec-managerial,Any,Any,*,0,0,40,Any, >50K
37-56,Private,Medium,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
17-36,Government,High,Any, Exec-managerial,Any,Any,*,8614,0,40,Any, >50K
17-36,Government,Low,Any, Protective-serv,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Tech-support,Any,Any,*,0,0,40,Any, >50K
17-36,Self-employed,Low,Any, Farming-fishing,Any,Any,*,0,1902,60,Any, >50K
77-90,Self-employed,High,Any, Farming-fishing,Any,Any,*,0,0,20,Any, <=50K
17-36,Private,Low,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Prof-specialty,Any,Any,*,0,0,50,Any, >50K
37-56,Self-employed,Low,Any, Exec-managerial,Any,Any,*,0,1977,45,Any, >50K
17-36,Self-employed,Medium,Any, Craft-repair,Any,Any,*,0,0,45,Any, <=50K
37-56,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Exec-managerial,Any,Any,*,0,1902,40,Any, >50K
17-36,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
37-56,Self-employed,High,Any, Sales,Any,Any,*,0,0,60,Any, <=50K
17-36,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
37-56,Government,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, >50K
17-36,Private,Medium,Any, Adm-clerical,Any,Any,*,99999,0,40,Any, >50K
17-36,Self-employed,Low,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Exec-managerial,Any,Any,*,0,0,55,Any, >50K
17-36,Private,Low,Any, Exec-managerial,Any,Any,*,0,0,50,Any, <=50K
17-36,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Handlers-cleaners,Any,Any,*,0,0,40,Any, <=50K
57-76,?,Medium,Any, ?,Any,Any,*,0,0,20,Any, <=50K
77-90,Self-employed,High,Any, Prof-specialty,Any,Any,*,10566,0,50,Any, <=50K
57-76,Private,High,Any, Prof-specialty,Any,Any,*,20051,0,60,Any, >50K
17-36,Self-employed,Low,Any, Craft-repair,Any,Any,*,2580,0,40,Any, <=50K
37-56,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,35,Any, <=50K
17-36,Private,High,Any, Exec-managerial,Any,Any,*,0,1887,55,Any, >50K
37-56,Self-employed,Low,Any, Farming-fishing,Any,Any,*,0,0,50,Any, <=50K
17-36,Private,Low,Any, Handlers-cleaners,Any,Any,*,0,0,35,Any, <=50K
37-56,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Sales,Any,Any,*,0,0,35,Any, <=50K
17-36,Private,Medium,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Prof-specialty,Any,Any,*,0,0,48,Any, <=50K
37-56,Private,Medium,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Other-service,Any,Any,*,0,0,24,Any, <=50K
37-56,Self-employed,Low,Any, Craft-repair,Any,Any,*,0,0,60,Any, >50K
17-36,Private,Medium,Any, Craft-repair,Any,Any,*,0,0,37,Any, <=50K
17-36,Private,Low,Any, Sales,Any,Any,*,0,0,35,Any, <=50K
37-56,Private,Low,Any, Exec-managerial,Any,Any,*,0,0,50,Any, <=50K
17-36,Private,High,Any, Adm-clerical,Any,Any,*,0,0,35,Any, <=50K
37-56,Private,High,Any, Craft-repair,Any,Any,*,0,0,40,Any, >50K
17-36,Private,High,Any, Sales,Any,Any,*,0,0,60,Any, <=50K
17-36,Private,Medium,Any, Sales,Any,Any,*,0,0,42,Any, <=50K
37-56,Private,Low,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
37-56,Self-employed,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Exec-managerial,Any,Any,*,4386,0,55,Any, >50K
37-56,Private,Low,Any, Other-service,Any,Any,*,0,0,25,Any, <=50K
17-36,Private,High,Any, Prof-specialty,Any,Any,*,0,0,50,Any, <=50K
17-36,Government,Medium,Any, Protective-serv,Any,Any,*,0,0,60,Any, <=50K
37-56,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Handlers-cleaners,Any,Any,*,0,0,10,Any, <=50K
37-56,Self-employed,High,Any, Prof-specialty,Any,Any,*,0,0,65,Any, <=50K
37-56,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, >50K
57-76,Self-employed,Low,Any, Farming-fishing,Any,Any,*,0,0,30,Any, <=50K
17-36,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
17-36,Self-employed,Low,Any, Other-service,Any,Any,*,0,0,4,Any, <=50K
17-36,Private,Medium,Any, Other-service,Any,Any,*,0,0,30,Any, <=50K
17-36,Private,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Adm-clerical,Any,Any,*,114,0,20,Any, <=50K
17-36,Private,Medium,Any, Sales,Any,Any,*,0,0,30,Any, <=50K
17-36,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,20,Any, <=50K
17-36,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
37-56,Self-employed,Medium,Any, Sales,Any,Any,*,0,0,60,Any, <=50K
17-36,Private,Medium,Any, Protective-serv,Any,Any,*,0,0,30,Any, <=50K
37-56,Government,Low,Any, Protective-serv,Any,Any,*,0,0,56,Any, <=50K
37-56,Government,Low,Any, Craft-repair,Any,Any,*,0,2051,40,Any, <=50K
57-76,Self-employed,High,Any, Prof-specialty,Any,Any,*,0,0,25,Any, <=50K
37-56,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
57-76,Private,High,Any, Exec-managerial,Any,Any,*,0,0,40,Any, >50K
37-56,Private,Medium,Any, Transport-moving,Any,Any,*,0,0,43,Any, <=50K
17-36,Private,Low,Any, Sales,Any,Any,*,0,0,20,Any, <=50K
37-56,?,Low,Any, ?,Any,Any,*,0,0,30,Any, <=50K
17-36,?,Medium,Any, ?,Any,Any,*,0,0,10,Any, <=50K
17-36,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,38,Any, <=50K
17-36,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
17-36,Self-employed,Low,Any, Sales,Any,Any,*,0,1902,60,Any, >50K
17-36,Private,Low,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Adm-clerical,Any,Any,*,7298,0,45,Any, >50K
17-36,Private,Low,Any, Sales,Any,Any,*,0,0,20,Any, <=50K
37-56,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,42,Any, <=50K
17-36,Private,Medium,Any, Other-service,Any,Any,*,0,0,36,Any, <=50K
37-56,Self-employed,High,Any, Exec-managerial,Any,Any,*,15024,0,30,Any, >50K
17-36,Private,Low,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
37-56,Government,Medium,Any, Other-service,Any,Any,*,0,0,28,Any, <=50K
57-76,Private,Low,Any, Other-service,Any,Any,*,0,0,23,Any, <=50K
37-56,Private,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, >50K
77-90,Self-employed,Medium,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
17-36,Self-employed,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Machine-op-inspct,Any,Any,*,0,0,39,Any, <=50K
37-56,Private,Medium,Any, Sales,Any,Any,*,0,1902,50,Any, >50K
57-76,Government,High,Any, Prof-specialty,Any,Any,*,0,1977,50,Any, >50K
17-36,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,12,Any, <=50K
17-36,Private,Low,Any, Transport-moving,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,60,Any, <=50K
17-36,Private,Medium,Any, Sales,Any,Any,*,0,0,55,Any, <=50K
37-56,Private,High,Any, Tech-support,Any,Any,*,0,0,25,Any, >50K
37-56,Private,Medium,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Sales,Any,Any,*,0,0,15,Any, <=50K
37-56,Private,High,Any, Exec-managerial,Any,Any,*,0,0,55,Any, >50K
17-36,?,Low,Any, ?,Any,Any,*,0,0,40,Any, <=50K
37-56,Government,Low,Any, Exec-managerial,Any,Any,*,0,0,38,Any, <=50K
17-36,Government,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Adm-clerical,Any,Any,*,0,0,20,Any, <=50K
17-36,Private,High,Any, Prof-specialty,Any,Any,*,5013,0,40,Any, <=50K
37-56,Private,Low,Any, Other-service,Any,Any,*,0,0,35,Any, <=50K
17-36,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,55,Any, <=50K
17-36,Private,Medium,Any, Sales,Any,Any,*,0,0,8,Any, <=50K
37-56,Self-employed,Medium,Any, Farming-fishing,Any,Any,*,0,0,50,Any, <=50K
17-36,Private,Medium,Any, Tech-support,Any,Any,*,0,0,25,Any, <=50K
37-56,Private,High,Any, Sales,Any,Any,*,0,0,50,Any, >50K
37-56,Private,Medium,Any, Prof-specialty,Any,Any,*,0,0,50,Any, >50K
37-56,Self-employed,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,High,Any, Adm-clerical,Any,Any,*,0,0,30,Any, <=50K
17-36,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
57-76,Private,Medium,Any, Craft-repair,Any,Any,*,0,0,40,Any, >50K
37-56,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,35,Any, >50K
57-76,Private,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, >50K
17-36,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,High,Any, Prof-specialty,Any,Any,*,14084,0,40,Any, >50K
37-56,Private,Low,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
37-56,Government,High,Any, Prof-specialty,Any,Any,*,0,0,45,Any, <=50K
37-56,Private,Low,Any, Transport-moving,Any,Any,*,0,1902,70,Any, >50K
17-36,Government,Low,Any, Protective-serv,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Tech-support,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,High,Any, Sales,Any,Any,*,0,0,48,Any, <=50K
57-76,?,Medium,Any, ?,Any,Any,*,0,0,30,Any, <=50K
17-36,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
37-56,Government,Low,Any, Adm-clerical,Any,Any,*,0,0,40,Any, >50K
37-56,Self-employed,Low,Any, Craft-repair,Any,Any,*,0,0,25,Any, <=50K
17-36,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,High,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Sales,Any,Any,*,0,0,55,Any, <=50K
37-56,Government,High,Any, Prof-specialty,Any,Any,*,7298,0,40,Any, >50K
37-56,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,45,Any, <=50K
17-36,?,Low,Any, ?,Any,Any,*,0,0,30,Any, <=50K
37-56,Government,Medium,Any, Craft-repair,Any,Any,*,0,0,40,Any, >50K
17-36,Private,Low,Any, Transport-moving,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,24,Any, <=50K
17-36,Private,Medium,Any, Sales,Any,Any,*,0,0,44,Any, <=50K
37-56,Self-employed,High,Any, Sales,Any,Any,*,0,0,45,Any, <=50K
17-36,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
37-56,Government,Low,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
57-76,Government,High,Any, Prof-specialty,Any,Any,*,0,0,20,Any, >50K
37-56,Private,Low,Any, Priv-house-serv,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Machine-op-inspct,Any,Any,*,0,0,25,Any, <=50K
57-76,Government,Low,Any, Farming-fishing,Any,Any,*,0,0,48,Any, <=50K
17-36,Private,Medium,Any, Exec-managerial,Any,Any,*,2174,0,55,Any, <=50K
37-56,Government,Low,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
57-76,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,30,Any, <=50K
17-36,Private,Low,Any, Handlers-cleaners,Any,Any,*,0,0,16,Any, <=50K
37-56,Private,Medium,Any, Transport-moving,Any,Any,*,0,0,40,Any, >50K
37-56,Private,High,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Craft-repair,Any,Any,*,0,0,50,Any, <=50K
57-76,Private,Low,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
37-56,Self-employed,Low,Any, Farming-fishing,Any,Any,*,15024,0,50,Any, >50K
17-36,Private,High,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
37-56,Self-employed,Low,Any, Farming-fishing,Any,Any,*,0,2051,20,Any, <=50K
17-36,Private,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Transport-moving,Any,Any,*,0,0,40,Any, <=50K
37-56,Self-employed,High,Any, Prof-specialty,Any,Any,*,0,0,60,Any, >50K
57-76,Private,High,Any, Adm-clerical,Any,Any,*,0,0,40,Any, >50K
17-36,Private,Low,Any, Transport-moving,Any,Any,*,0,0,87,Any, <=50K
37-56,Private,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
57-76,Self-employed,Medium,Any, Exec-managerial,Any,Any,*,0,0,65,Any, >50K
37-56,Self-employed,High,Any, Exec-managerial,Any,Any,*,0,2392,50,Any, >50K
17-36,Private,Medium,Any, Prof-specialty,Any,Any,*,0,0,40,Any, >50K
37-56,Self-employed,Medium,Any, Exec-managerial,Any,Any,*,0,0,50,Any, <=50K
37-56,Private,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
57-76,Private,High,Any, Prof-specialty,Any,Any,*,0,2057,60,Any, <=50K
37-56,Private,Low,Any, Craft-repair,Any,Any,*,0,0,54,Any, <=50K
17-36,Private,Low,Any, Handlers-cleaners,Any,Any,*,594,0,30,Any, <=50K
37-56,Self-employed,Low,Any, Farming-fishing,Any,Any,*,0,0,88,Any, <=50K
37-56,Government,High,Any, Prof-specialty,Any,Any,*,0,0,48,Any, >50K
17-36,Government,Medium,Any, Prof-specialty,Any,Any,*,10520,0,40,Any, >50K
37-56,Private,Low,Any, Priv-house-serv,Any,Any,*,0,0,16,Any, <=50K
17-36,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
17-36,Government,High,Any, Tech-support,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Handlers-cleaners,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
17-36,Self-employed,Low,Any, Transport-moving,Any,Any,*,0,0,45,Any, <=50K
17-36,Government,High,Any, Tech-support,Any,Any,*,0,0,8,Any, <=50K
37-56,Private,High,Any, Adm-clerical,Any,Any,*,0,0,73,Any, <=50K
17-36,Private,Medium,Any, Prof-specialty,Any,Any,*,0,0,35,Any, <=50K
17-36,Private,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
17-36,Self-employed,Low,Any, Farming-fishing,Any,Any,*,0,0,70,Any, <=50K
37-56,Private,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Sales,Any,Any,*,0,0,50,Any, >50K
37-56,?,Medium,Any, ?,Any,Any,*,0,0,50,Any, <=50K
17-36,Private,Low,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,46,Any, <=50K
17-36,Private,Low,Any, Other-service,Any,Any,*,0,0,8,Any, <=50K
37-56,Self-employed,Low,Any, Craft-repair,Any,Any,*,0,0,60,Any, <=50K
17-36,Private,Low,Any, Handlers-cleaners,Any,Any,*,0,0,17,Any, <=50K
17-36,Self-employed,Medium,Any, Craft-repair,Any,Any,*,0,0,45,Any, <=50K
37-56,Private,High,Any, Prof-specialty,Any,Any,*,0,0,45,Any, >50K
37-56,Government,Medium,Any, Exec-managerial,Any,Any,*,0,0,40,Any, >50K
57-76,Private,Low,Any, Adm-clerical,Any,Any,*,15831,0,40,Any, >50K
37-56,Private,Low,Any, Farming-fishing,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Handlers-cleaners,Any,Any,*,0,1573,40,Any, <=50K
37-56,Private,Low,Any, Exec-managerial,Any,Any,*,0,0,35,Any, >50K
17-36,Private,High,Any, Sales,Any,Any,*,27828,0,40,Any, >50K
17-36,Private,High,Any, Prof-specialty,Any,Any,*,0,1740,40,Any, <=50K
37-56,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Other-service,Any,Any,*,0,0,32,Any, <=50K
57-76,Private,Low,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Sales,Any,Any,*,0,0,25,Any, >50K
37-56,Private,Low,Any, Other-service,Any,Any,*,0,0,18,Any, <=50K
17-36,Private,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Exec-managerial,Any,Any,*,15024,0,70,Any, >50K
17-36,Government,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
17-36,Government,Medium,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
37-56,?,Medium,Any, ?,Any,Any,*,0,0,15,Any, <=50K
17-36,Private,Low,Any, Farming-fishing,Any,Any,*,41310,0,24,Any, <=50K
37-56,Private,Medium,Any, Craft-repair,Any,Any,*,0,0,48,Any, <=50K
37-56,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,37,Any, <=50K
17-36,Private,Medium,Any, Sales,Any,Any,*,0,0,25,Any, <=50K
17-36,Private,Low,Any, Other-service,Any,Any,*,594,0,10,Any, <=50K
17-36,Private,Medium,Any, Sales,Any,Any,*,0,0,52,Any, <=50K
77-90,Private,Low,Any, Other-service,Any,Any,*,0,0,24,Any, <=50K
17-36,Self-employed,Low,Any, Craft-repair,Any,Any,*,0,0,50,Any, <=50K
17-36,Private,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Exec-managerial,Any,Any,*,0,0,30,Any, >50K
17-36,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,38,Any, <=50K
17-36,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Other-service,Any,Any,*,0,0,24,Any, <=50K
57-76,Self-employed,Low,Any, Exec-managerial,Any,Any,*,0,0,48,Any, <=50K
17-36,?,Medium,Any, ?,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
37-56,Government,Medium,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,52,Any, <=50K
37-56,Government,High,Any, Exec-managerial,Any,Any,*,14084,0,60,Any, >50K
